Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
971,10481756,Ilya,"2023-06-06 14:06:20",1.40813,9,ilya2raev
972,10502130,bendjedouattia,"2023-06-12 20:32:53",1.40824,3,bendjedouattia
973,10481602,"my khanh","2023-06-12 14:57:16",1.40828,3,tonumaka
974,10478453,"Chema Plana","2023-06-11 12:10:40",1.40870,24,chemaplana
975,10525668,"Aitor Martinez","2023-06-12 22:33:01",1.40885,1,aitormartinez
976,10482226,"Meva NOKTA","2023-05-31 17:45:37",1.40896,1,"muhammettarkylmaz,noktameva,pelinakdurn"
977,10503478,glebmikh,"2023-06-04 08:14:28",1.40899,1,glebmikh
978,10511651,Eesuck,"2023-06-11 16:08:53",1.40901,9,eesuck
979,10477921,"Dauren A","2023-06-12 10:13:10",1.40902,2,world2see
980,10492616,"Enes Arslan","2023-06-06 09:02:48",1.40911,2,enesarslan8
981,10494753,hsay__,"2023-06-03 06:41:48",1.40928,8,yashsal
982,10501687,shekle,"2023-06-12 13:24:25",1.40932,12,shekle
983,10483503,"Sikai Zhang","2023-05-31 05:58:44",1.40936,5,matthewszhang
984,10495990,karen_ikk,"2023-06-04 08:06:13",1.40940,2,karenikk
985,10488159,"Mike Flaherty","2023-06-07 21:03:29",1.40946,9,mikeflaherty
986,10535159,"Deeksha Sharma","2023-06-11 19:21:47",1.40947,1,"arjunamla02,deekshasharmasays"
987,10539497,Sim_kaggle,"2023-06-12 15:02:00",1.40947,1,simkaggle
988,10477292,Kaizen,"2023-05-30 03:21:37",1.40970,1,kaizen97
989,10539622,SivanRatson,"2023-06-12 04:49:52",1.40982,1,sivanratson
990,10543348,"El Conde de Ñáñaño","2023-06-12 17:39:44",1.40995,1,ottpocket
991,10484111,YangLLx,"2023-06-02 02:31:23",1.40995,3,yangllx
992,10482493,"Shirshak Ghatak","2023-06-10 20:55:58",1.40995,2,shirshakghatak
993,10506120,Stan,"2023-06-12 16:18:15",1.40995,5,"stankarz,stckhlmsndrm"
994,10488321,"Igor Petrov","2023-06-12 02:24:56",1.41010,3,flamesartoris
995,10524379,heiyou123,"2023-06-09 02:53:44",1.41022,4,heiyou123
996,10483827,Viji,"2023-06-02 13:00:30",1.41025,2,viji1609
997,10520631,"HusseinRaad 23342","2023-06-10 04:35:21",1.41029,15,husseinraad23342
998,10536811,"Kimsang Lov","2023-06-11 13:45:43",1.41060,1,kimsanglov
999,10512843,Ken_Jira,"2023-06-11 17:27:15",1.41069,2,kenjira
1000,10500110,erinmepop,"2023-06-03 15:30:48",1.41094,1,erinmepop
1001,10503862,Paidakang,"2023-06-06 10:21:40",1.41094,1,paidakang
1002,10482141,"Sehaj Sasan","2023-06-08 03:47:15",1.41094,2,sehajsasan
1003,10479818,"Aman Kumar","2023-05-30 11:08:22",1.41098,4,aman7kumar
1004,10539186,NAVEEN801,"2023-06-12 04:58:41",1.41101,6,naveen801
1005,10500025,MOHAN,"2023-06-03 14:24:59",1.41127,3,mohansingh
1006,10529982,"Hyewon Kang","2023-06-09 09:55:29",1.41131,1,livelight
1007,10502056,"Karman Singh Bains","2023-06-10 01:44:03",1.41142,6,karmansinghbains
1008,10502228,JaeYJ0,"2023-06-05 21:58:55",1.41153,1,jaeyj0
1009,10494098,mohamedouchir,"2023-06-10 17:43:47",1.41154,2,mohamedouchir
1010,10502819,"Matt S.","2023-06-04 05:51:44",1.41175,1,msthil
1011,10516416,"Moiz Bohra","2023-06-12 13:25:55",1.41177,6,moizbohra
1012,10521913,Abhishek_dkc,"2023-06-07 16:54:38",1.41217,5,abhishekdkc
1013,10506669,adabana,"2023-06-07 01:37:10",1.41233,1,adabana
1014,10479304,Luc1ddd,"2023-06-06 16:31:05",1.41249,3,luc1ddd
1015,10516946,"Sadik Al Jarif","2023-06-08 14:37:54",1.41255,3,sadikaljarif
1016,10492379,K.Raghav1729,"2023-06-04 14:49:33",1.41284,7,kraghav1729
1017,10482056,"Nitin Kendre","2023-06-06 20:42:18",1.41334,1,nitinkendre
1018,10535919,"[Deleted] 973753c3-ab72-46b1-8145-24f7f78f0bda","2023-06-10 23:11:15",1.41338,1,del=d439e2a3943a39fa
1019,10514081,"Viktor Povazhuk","2023-06-12 17:17:19",1.41372,1,vikpov
1020,10535044,"Lee Sak Park","2023-06-12 00:37:28",1.41389,1,leesakpark
1021,10490281,"Neguem Hugues","2023-06-12 06:54:11",1.41409,1,neguemhugues
1022,10505601,"Stanley Ou","2023-06-06 01:20:36",1.41412,2,stan024135
1023,10514637,"Shubham Lipare","2023-06-10 11:59:33",1.41417,1,shubhamlipare
1024,10493958,"Manoj Kumar Pentapalli","2023-06-02 00:30:10",1.41425,1,manojkumarpentapalli
1025,10477864,"Pruvost Michael","2023-06-02 15:34:29",1.41451,7,priv375
1026,10502348,"[Deleted] 92e71597-3a79-4d2a-9adc-1da51009d086","2023-06-03 22:22:38",1.41469,3,snowpack
1027,10534542,amyrmahdy,"2023-06-12 10:16:26",1.41523,4,amyrmahdy
1028,10510781,vnxkaito,"2023-06-11 15:27:45",1.41530,7,vnxkaito
1029,10522734,"Thomas Kuster","2023-06-11 20:10:21",1.41540,2,thomaskuster
1030,10535432,kupinah,"2023-06-10 18:01:35",1.41544,4,hariskupini
1031,10501016,xinxinqijiang,"2023-06-11 16:50:58",1.41559,9,xinxinqijiang
1032,10518967,mohdsufiyan095,"2023-06-08 06:39:18",1.41593,8,mohdsufiyan095
1033,10521714,"Harsh Der","2023-06-08 06:19:50",1.41625,8,hder03
1034,10510827,"Alireza Sepehri","2023-06-09 19:02:03",1.41664,1,alirezasepehrinezhad
1035,10481737,TrickStop,"2023-06-02 12:02:51",1.41717,2,trickstop
1036,10486726,"Deepak kumar","2023-06-01 19:06:12",1.41747,1,deepakkumar170
1037,10513434,ryuukumar,"2023-06-07 06:01:06",1.41749,3,ryuukumar
1038,10493642,"The Man From Jupiter Notebook","2023-06-02 14:13:42",1.41752,2,gokaysim
1039,10481726,"ravi AK","2023-05-31 21:16:54",1.41776,7,raviak
1040,10524584,BastianLau,"2023-06-09 03:21:00",1.41779,5,bastianlau
1041,10499454,"kjhg er","2023-06-03 06:13:02",1.41780,1,kjhger
1042,10538561,"Luthfi Balaka","2023-06-12 15:00:18",1.41785,7,luthfibalaka
1043,10535916,Ruksh,"2023-06-12 17:02:53",1.41853,5,ritvikkanchan
1044,10501298,"Marios Hadjiantonis","2023-06-06 16:30:16",1.41871,3,marioshadjiantonis
1045,10493790,"Mustafa Bayhan","2023-06-04 18:49:05",1.41881,6,mustafabayhan
1046,10481855,cancelThat,"2023-06-12 18:17:17",1.41918,2,cancelthat
1047,10537259,"Abhay Chourasiya","2023-06-12 10:32:47",1.41920,6,abhay06102003
1048,10523337,"David He","2023-06-08 02:54:25",1.41955,2,ddavidhe
1049,10478505,HeroGod,"2023-06-05 16:04:42",1.42012,3,herogod
1050,10514938,"Zahra Alidadi75","2023-06-12 07:29:53",1.42012,1,zahraalidadi75
1051,10478493,"Moncef Karmaoui","2023-06-07 17:49:23",1.42017,2,klaidenx
1052,10494745,"Jinliang Gao","2023-06-02 11:00:24",1.42108,2,jinlianggao
1053,10481031,FrankH2025,"2023-06-01 14:25:22",1.42121,1,frankh2025
1054,10521540,"Walter Muruet","2023-06-12 15:04:40",1.42151,2,wmuruet13
1055,10497586,"Anurag Verma","2023-06-06 08:13:41",1.42154,4,anurag629
1056,10543519,ml1019,"2023-06-12 15:49:45",1.42190,5,ml1019
1057,10511325,"Maxim Rogachev","2023-06-06 22:17:57",1.42320,1,maximianorogachev
1058,10498564,"Stanislav Chalyi","2023-06-08 11:25:14",1.42373,1,stanislavchalyi
1059,10498674,mar1s1de,"2023-06-04 16:49:10",1.42403,2,mar1s1de
1060,10541227,"Luis Alberto Barrera Yañez #2","2023-06-12 05:54:35",1.42409,1,albertobarrera2303
1061,10493040,"Khalid Alghamdi","2023-06-01 18:56:31",1.42414,3,khalidalghamdi
1062,10506316,"[Deleted] d2200bd8-fcc8-4f00-8765-f8dcb1d6f019","2023-06-05 10:25:10",1.42415,1,del=b82f1f519e8fec69
1063,10506380,chandini,"2023-06-05 16:24:56",1.42510,1,chandinisaikumar
1064,10476930,"Subhankar Halder","2023-05-30 15:21:08",1.42521,1,subhankarhalder
1065,10523294,reybahl,"2023-06-12 23:31:06",1.42537,2,reymaster
1066,10480246,Noun1234,"2023-05-30 12:18:12",1.42550,1,noun1234
1067,10479875,"Aninda Goswamy","2023-05-31 10:58:02",1.42559,2,aninda
1068,10476708,johnathe,"2023-05-30 03:15:52",1.42592,1,johnathe
1069,10477486,nandomartinez,"2023-06-05 22:44:03",1.42595,1,nandomartinez
1070,10537924,"Abhishek Gajul","2023-06-12 08:29:27",1.42610,1,abhisenpai
1071,10499713,rivermouth,"2023-06-03 07:56:27",1.42611,1,rivermouth
1072,10478620,"Arvin Wibowo","2023-06-05 08:53:44",1.42631,2,arvinwibowo
1073,10489402,"Katta Phanendra Sai Ram","2023-06-03 05:49:10",1.42641,2,phanendrasairam
1074,10494725,"Mufaddal Vadnagarwala","2023-06-02 06:15:05",1.42648,1,mufaddalvadnagarwala
1075,10504497,vineet30,"2023-06-04 14:15:04",1.42701,1,vineet30
1076,10501209,excali,"2023-06-03 18:55:39",1.42726,3,excali
1077,10491605,vpluxi,"2023-06-08 13:30:37",1.42738,1,vpluxi
1078,10495861,"Valentin Anastase","2023-06-05 13:28:26",1.42753,8,valentinanastase
1079,10518389,"VANTAKULA SATYA KIRAN","2023-06-07 18:06:47",1.42799,4,vantakulasatyakiran
1080,10525071,"Valay Shah","2023-06-12 17:14:55",1.42800,1,valay7419
1081,10499664,Dongwoonshin10,"2023-06-03 06:57:03",1.42808,1,dongwoonshin10
1082,10520818,EldorRa,"2023-06-09 10:12:07",1.42873,1,eldorra
1083,10482218,"Mohamed Amine Sahraoui","2023-05-30 23:16:58",1.42873,1,mohamedaminesahraoui
1084,10537573,"Vladyslav Pliushchov","2023-06-12 07:16:44",1.42876,2,vladyslavpliushchov
1085,10492688,karanamvamsi,"2023-06-01 17:28:19",1.42954,2,karanamvamsi
1086,10513777,"Connor Fierro","2023-06-06 08:35:00",1.42964,1,connorfierro
1087,10533535,"Kalpesh Kolambe","2023-06-12 13:39:27",1.43033,3,kolambekalpesh
1088,10530310,"Hasna Rahmania Putri","2023-06-12 03:53:49",1.43033,1,hasnarahmaniaputri
1089,10489448,"Gabriel Felinto","2023-06-11 22:31:56",1.43043,7,gabrielfelinto
1090,10478880,"Margaret Gathoni","2023-06-05 15:00:20",1.43081,3,margaretgathoni
1091,10506057,Spinort,"2023-06-12 23:58:50",1.43094,2,spinort
1092,10485823,Beckin,"2023-06-05 03:04:45",1.43124,2,beckin
1093,10524128,Garo,"2023-06-09 05:14:56",1.43163,1,kinrou
1094,10507697,shreya_rajanala@gvp,"2023-06-05 08:50:11",1.43175,1,shreyarajanala
1095,10507900,"Aniket Singh","2023-06-08 06:09:25",1.43222,1,adasinghasd123
1096,10536424,"Babatunde Zenith","2023-06-11 11:51:01",1.43228,1,babatundezenith
1097,10506327,Niwhsa,"2023-06-08 21:47:14",1.43235,4,ashwinrcs
1098,10504371,"Yash Mehta","2023-06-04 11:50:53",1.43243,2,myash29
1099,10523201,"Dennis Fogler Jr.","2023-06-08 01:44:28",1.43243,1,dgf4qu
1100,10515894,Yatin_Aggarwal,"2023-06-08 08:32:57",1.43277,5,yatinaggarwal033
1101,10492067,"Stan Kre","2023-06-01 19:58:25",1.43278,1,standebaas
1102,10522066,"Mikołaj data","2023-06-07 18:29:35",1.43291,1,miki164
1103,10536876,"Mohammed Saad V","2023-06-11 05:16:30",1.43296,1,mohammedsaadv
1104,10483802,dKC7000001,"2023-06-04 19:55:37",1.43309,2,dkc7000001
1105,10487601,"[Deleted] 4d3ea4eb-24c0-4ab1-a52e-7736341c8eb0","2023-06-01 02:04:33",1.43323,1,del=6b0e39b99a6f72e0
1106,10479265,"Medapati Keerthana Sujitha","2023-05-30 11:15:20",1.43332,1,keerthanasujitha
1107,10479062,"Cxltres s","2023-05-30 09:33:59",1.43362,4,cxltress
1108,10519333,ChiaraAnge,"2023-06-12 17:06:10",1.43375,1,chiaraange
1109,10499478,"Alimbek Alimbekov","2023-06-03 08:20:06",1.43451,4,alimbek145
1110,10535595,"Slur Acc","2023-06-10 18:46:25",1.43461,3,sluracc
1111,10537074,"Deep Singh23","2023-06-11 17:56:49",1.43461,1,deepsingh23
1112,10498192,"Amnay El Amri","2023-06-09 20:30:14",1.43507,3,amnayelamri
1113,10495054,"C. Muni Prashanth","2023-06-02 06:38:17",1.43524,4,klu2000030172
0,10476350,rf_benchmark.csv,"2023-05-29 20:52:21",1.43539,1,
1114,10504596,zalovee,"2023-06-05 14:12:05",1.43562,3,tsebaka
1115,10482938,"Athitheya Gobinathan","2023-06-07 00:54:51",1.43594,3,athitheyagobinathan
1116,10528970,"DEBARGHA SEN","2023-06-12 06:58:31",1.43598,2,debarghasen
1117,10479079,Myjzoj-1cidso-coxwiq,"2023-05-31 08:11:38",1.43605,7,myjzoj1cidsocoxwiq
1118,10533001,"Julia Gane","2023-06-10 02:09:08",1.43605,1,juliagane
1119,10506147,"Anas Al-Shiekh Bakri","2023-06-05 08:42:32",1.43609,3,anasalshiekhbakri
1120,10501079,Vassilis,"2023-06-11 09:12:21",1.43684,5,vtsoumpris
1121,10533420,"Luis Alberto Barrera Yañez","2023-06-12 01:28:27",1.43740,5,albertobarrera9703
1122,10507243,Nadine,"2023-06-05 04:57:39",1.43755,2,nadine001
1123,10501619,"SURYA V","2023-06-08 16:36:34",1.43766,3,suryav2040164
1124,10506333,"Mohammad Asjad Khan","2023-06-05 01:17:28",1.43802,5,mohammadasjadkhan
1125,10491603,tmullan,"2023-06-01 17:54:39",1.43951,4,tmullan
1126,10515029,"Moulik Dayal","2023-06-07 05:29:42",1.43977,1,moulikdayal
1127,10489991,"Billy Sutawijaya","2023-06-05 10:32:21",1.43997,1,bswijaya04
1128,10535736,"Shee Jia Wei","2023-06-11 13:38:16",1.43997,3,sheejiawei
1129,10481470,"Metha Santosa","2023-06-04 13:31:20",1.44015,1,methasantosa
1130,10526877,"Madhurima Maji","2023-06-10 06:30:43",1.44015,5,madhurimamaji
1131,10540598,"Zahra Aminolroaya","2023-06-12 04:52:18",1.44015,2,zahraaminolroaya
1132,10497974,Rasul.MAH,"2023-06-04 06:35:19",1.44066,3,rasulmah
1133,10519008,"Kirtan Matalia26","2023-06-07 13:11:20",1.44073,3,kirtanmatalia26
1134,10534748,Eyeseeaar,"2023-06-12 01:57:34",1.44084,4,eyeseeaar
1135,10529137,"Smit Padaliya","2023-06-10 06:00:38",1.44104,1,smitpadaliya
1136,10494812,"Chandra Mouli","2023-06-03 05:45:38",1.44120,2,chandramoulikintada
1137,10500973,"VARUN ADHITHYA S","2023-06-04 08:18:23",1.44129,1,varunadhithyas
1138,10523402,"Thomas Mendola","2023-06-09 20:52:23",1.44172,4,chmod47
1139,10477895,songjiajun,"2023-05-30 05:32:24",1.44243,1,realmadridcr7
1140,10498672,"Aleksandr Sidelnikov","2023-06-10 21:57:00",1.44323,6,aleksandrsidelnikov
1141,10491428,"Bestine Okinda","2023-06-05 14:21:49",1.44349,2,bestineokinda
1142,10532540,"Alex Gruver1","2023-06-10 17:06:14",1.44367,3,alexgruver1
1143,10536910,byunggle,"2023-06-12 11:14:47",1.44443,4,byunggle
1144,10524358,"Shashank Mikkily","2023-06-08 06:35:11",1.44474,1,shashankmikkily
1145,10530654,"Patrick Samuel Evans","2023-06-12 18:27:04",1.44489,9,patricksamuelevans
1146,10501655,"Juan Maciel","2023-06-08 20:19:32",1.44542,4,juanmaciel
1147,10522679,"Clemens Beeken","2023-06-07 22:35:44",1.44631,2,clebek
1148,10480723,"Alican Noyan","2023-05-30 14:03:28",1.44728,1,anoyan
1149,10538808,"Mehta Bros","2023-06-11 15:10:45",1.44906,5,mehtabros
1150,10515668,"Talha Turab","2023-06-12 18:30:54",1.45003,2,talhaturab
1151,10489170,Abhijeeth,"2023-06-01 06:59:34",1.45159,2,vstacknocopyright
1152,10481029,PJ,"2023-06-06 14:24:23",1.45159,1,downloaded99
1153,10479896,"Askhat Maratov","2023-06-06 10:56:56",1.45180,3,askhat9maratov
1154,10511825,sutourisu,"2023-06-05 23:20:51",1.45228,2,sutourisu
1155,10477782,cholebhature,"2023-05-31 13:45:52",1.45362,2,cholebhature
1156,10497718,Anzar,"2023-06-12 08:16:39",1.45397,4,anzarwani2
1157,10508349,"Roshan RK","2023-06-06 19:06:52",1.45505,2,roshanrk97
1158,10539054,"Soheyl Bokaie","2023-06-11 17:08:33",1.45531,2,soheylbokaie
1159,10536911,"Bibek Panthi","2023-06-11 07:51:25",1.45537,4,bpanthi977
1160,10497516,sevenofspades,"2023-06-09 06:26:46",1.45541,7,sevenofspades
1161,10505599,"Munkh-Orgil Batchuluun","2023-06-06 17:53:54",1.45629,4,erik1337
1162,10492987,"Le Quang Phuc","2023-06-02 05:56:23",1.45646,3,phclquang
1163,10534817,"D Yoga Harshitha","2023-06-12 15:02:33",1.45770,3,dyogaharshitha
1164,10502476,"Harish Bhupalam","2023-06-12 22:08:55",1.45780,5,harishbhupalam
1165,10528062,shimshimy,"2023-06-08 23:56:56",1.45833,1,shimshimy
1166,10481571,"Darrel Danadyaksa Poli","2023-05-31 14:05:43",1.45836,3,kronosdp
1167,10541055,"Alifia Ghantiwala","2023-06-12 05:50:51",1.45837,2,aliphya
1168,10477862,"Hieu Dang","2023-06-08 17:17:36",1.45876,14,hieudzvl
1169,10489210,"Chiranjeevi Srinivas","2023-06-12 11:01:37",1.45881,17,chiranjeevisrinivas
1170,10505669,"Aabir Sarkar","2023-06-04 21:28:44",1.45903,1,aabirs
1171,10485744,"RanjithKrishna Acharya","2023-06-02 18:58:46",1.45993,4,ranjithkacharya
1172,10513920,"Kamran Ali","2023-06-06 09:24:38",1.46042,5,whisperingkahuna
1173,10500730,Simi52,"2023-06-03 14:23:14",1.46058,1,simi52
1174,10477739,"Jahnavi Mandapalli","2023-05-30 06:49:40",1.46060,3,mandapallijahnavi
1175,10477433,"Andy CHEUNG","2023-06-03 05:28:23",1.46074,1,andycheung0211
1176,10505372,"yaman saini","2023-06-12 14:20:53",1.46081,4,yamansaini
1177,10494492,"pingtao Zeng","2023-06-08 07:17:20",1.46107,1,pingtaozeng
1178,10504932,"Артем Ерохин","2023-06-12 17:19:16",1.46122,1,yerokhinartem
1179,10543404,"Parth Shah","2023-06-12 21:11:22",1.46150,2,parthshah1204
1180,10505596,"Anand siva","2023-06-04 17:35:09",1.46185,2,anandsiva
1181,10481985,"Dylan Ogden","2023-05-31 14:43:20",1.46194,2,dsogden
1182,10476751,"Luis Frentzen","2023-06-12 16:55:59",1.46248,5,luisfrentzen
1183,10492512,"Test ANother","2023-06-01 18:21:04",1.46269,1,testanother
1184,10520987,minho6183,"2023-06-07 13:25:41",1.46342,1,minho6183
1185,10491459,"Elena Balena","2023-06-05 08:54:56",1.46353,2,elenabalena
1186,10486930,"Mratunjay Singh","2023-05-31 17:39:08",1.46383,3,mratunjaysingh
1187,10489485,PC-Schu,"2023-06-07 09:22:02",1.46397,6,pcschu
1188,10510088,"Diego Garrocho","2023-06-07 05:11:08",1.46406,7,diegogarrocho
1189,10482256,"Gehad Mustafa Mansour","2023-06-07 20:48:23",1.46438,3,gehadmustafa
1190,10495017,Elililili,"2023-06-12 11:14:32",1.46446,4,elililili
1191,10522114,"Alexander Septim","2023-06-07 18:41:51",1.46453,1,alexanderaps
1192,10497954,"Ayush kumar","2023-06-03 11:22:23",1.46488,1,ayushkumar1310
1193,10515361,"William A. Conner","2023-06-06 14:32:52",1.46526,4,williamaconner
1194,10499611,Krishnaraj_DataScience,"2023-06-11 06:51:15",1.46547,1,krishnaraj30
1195,10478246,Aria256,"2023-05-30 06:58:35",1.46563,1,aria256
1196,10516121,"TARRA VENKATA SAI","2023-06-12 07:24:23",1.46563,7,tarravenkatasai
1197,10532004,"Adedamola Adesoye","2023-06-09 19:57:04",1.46563,1,adedamolaadesoye
1198,10481022,Snowball12$,"2023-06-06 16:32:31",1.46566,2,snowball12
1199,10516189,"Rida Mahmood","2023-06-12 18:54:23",1.46613,1,ridamahmood005
1200,10532985,"Mohammed Abdel Salam","2023-06-12 19:35:02",1.46631,5,mohammedabdelsalam89
1201,10523779,"RESHMA NAYAR","2023-06-11 07:14:41",1.46642,1,resshma
1202,10499943,"Bappaditya Shome","2023-06-12 19:45:28",1.46652,1,bappadityashome
1203,10479837,"Andrew Staroscik","2023-06-12 19:02:39",1.46699,2,andrewstaroscik
1204,10503989,"Navin Seab","2023-06-07 13:38:08",1.46782,10,navinseab
1205,10535327,"Saugat Kafley","2023-06-11 16:35:06",1.46800,1,saugatkafley
1206,10485828,"Shubham Kumar","2023-06-02 23:12:55",1.46842,1,bionicbrain
1207,10491593,siryesa,"2023-06-08 15:18:39",1.46895,4,siryesa
1208,10492192,"S. Van Reymersdal","2023-06-06 16:06:24",1.46915,2,svanreymersdal
1209,10515883,fullnamedefinetlyfr,"2023-06-08 02:25:01",1.46964,1,fullnamedefinetlyfr
1210,10535229,"Ramalinga Raj S","2023-06-12 19:21:33",1.46975,3,ramalingaraj
1211,10492165,Ar3J4y,"2023-06-06 15:59:23",1.47016,5,ar3j4y
1212,10536262,"Mohammad Shoush","2023-06-12 14:23:59",1.47074,1,mohammadshoush
1213,10544054,"Arhat Amitabh","2023-06-12 17:36:58",1.47092,5,arhatamitabh
1214,10482918,"Nolan Meyer","2023-05-31 19:59:29",1.47121,2,nolanmeyer
1215,10529548,"Gautham Ajay Kannan","2023-06-09 08:21:59",1.47140,1,gauthamajay98
1216,10511713,xamar9,"2023-06-11 07:52:59",1.47151,7,xamar9
1217,10521598,"Pin Chua","2023-06-07 16:26:57",1.47153,1,pinchua
1218,10505188,ihab_derdouha,"2023-06-04 20:05:05",1.47185,4,ihabderdouha
1219,10496948,"Hem Akarapu","2023-06-04 17:19:42",1.47259,3,hemakarapu
1220,10531620,ApoorvJha63,"2023-06-11 11:07:18",1.47319,5,apoorvjha63
1221,10537844,JamNButter,"2023-06-12 16:20:26",1.47324,3,jamnbutter
1222,10510732,Saji,"2023-06-07 04:17:21",1.47562,1,ashishjagdishsharma
1223,10489217,Jiraiya27,"2023-06-01 17:50:13",1.47655,2,jiraiya27
1224,10533182,"eylul aygun","2023-06-11 02:42:19",1.47655,3,eylulaygun2
1225,10477492,"Ripan Debnath","2023-05-30 14:05:42",1.47758,1,ripandebnath
1226,10500357,vedant2003pandey,"2023-06-03 11:28:51",1.47856,1,vedant2003pandey
1227,10494758,"Mitesh Jalan","2023-06-02 07:48:43",1.47914,1,miteshjalan
1228,10536011,"Samyukta Gurudanti","2023-06-10 19:11:35",1.47916,1,samyuktagurudanti
1229,10493192,grzegorz,"2023-06-12 10:01:58",1.48001,12,gregorkaretka
1230,10506625,JamJomJim,"2023-06-05 01:15:20",1.48183,1,jamjomjim
1231,10496643,YANGFAN96,"2023-06-02 15:24:13",1.48200,3,yangfan96
1232,10489343,Hiroki_sai,"2023-06-03 04:25:25",1.48201,3,hirokisai
1233,10516359,"Antonie Chirilus","2023-06-08 20:19:25",1.48235,4,tonychirilus
1234,10496408,"GUNTREDDI UDAYCHANDU","2023-06-02 15:37:01",1.48236,1,guntreddiudaychandu
1235,10503100,"Himanshu Verma","2023-06-04 07:23:04",1.48236,1,himverma1609
1236,10497508,Ramamurthi,"2023-06-03 14:19:53",1.48236,1,rama3282
1237,10543161,#Rad,"2023-06-12 20:22:04",1.48236,2,hashrad
1238,10523347,"Ajit Jadhav","2023-06-12 02:34:29",1.48236,1,ajitjadhav1
1239,10496536,visualiazition,"2023-06-12 13:12:24",1.48236,1,visualiazition
1240,10480617,"Felippe Manjavachi","2023-05-30 15:02:31",1.48243,1,felippemanjavachi
1241,10533973,"Aryan Goyal","2023-06-11 16:02:58",1.48272,5,iaryangoyal
1242,10489765,"[Deleted] fa5af8a8-dc35-4850-933f-6394ce23bdc7","2023-06-02 09:12:12",1.48272,2,del=5205b096d69bbf79
1243,10516782,VenkataramanasamSambath,"2023-06-06 19:48:55",1.48272,1,venkatsam30
1244,10502579,"Mansur Nurmukhambetov","2023-06-04 08:13:04",1.48273,5,mononom
1245,10536345,"Taylor Daugherty","2023-06-12 17:56:35",1.48287,4,taylordaugherty
1246,10486009,"Masked Uchiha","2023-05-31 14:03:00",1.48307,1,vengadeshwaran58
1247,10531904,"David Branson","2023-06-12 21:56:40",1.48318,2,davidbranson
1248,10511109,March7th,"2023-06-10 15:09:32",1.48332,1,furiyo
1249,10543209,"Gabriele Volpi","2023-06-12 15:04:32",1.48332,1,gabrivolpi
1250,10490053,"SHARATH CHANDRA GUPTHA","2023-06-05 06:02:09",1.48425,1,sharathchandraguptha
1251,10525379,"Yaseen Khan20","2023-06-09 07:45:05",1.48430,1,yaseenkhan20
1252,10538127,"Yatharth Thakare","2023-06-12 12:21:08",1.48436,1,yatharththakare
1253,10494917,"Alex O'Neill","2023-06-10 05:42:03",1.48451,4,aoneill
1254,10500403,ShreyanshVerma27,"2023-06-03 10:40:08",1.48471,1,shreyanshverma27
1255,10519397,Afriduzzaman,"2023-06-11 04:31:28",1.48472,3,afriduzzaman2051
1256,10520646,"gunja kumari","2023-06-07 13:20:07",1.48677,1,gunjakumari
1257,10509328,Moonrise,"2023-06-05 12:56:16",1.48751,1,straighttoheaven
1258,10513880,"Xirong Cui","2023-06-12 02:05:40",1.48806,12,xirongcui
1259,10501898,Nitozo,"2023-06-04 16:50:17",1.48808,5,nitozo
1260,10478327,"Usama Yousaf","2023-05-30 13:20:45",1.48893,1,usamayousaf50
1261,10513437,"Sajid Zaman","2023-06-06 08:36:28",1.49057,2,szn619
1262,10492185,Ava.R85,"2023-06-06 15:53:19",1.49057,1,rugby1213
1263,10526695,Dylan,"2023-06-08 15:56:59",1.49145,1,dylanwinning
1264,10491581,"Seeley Ortiz","2023-06-06 14:24:11",1.49147,1,seeleyortiz
1265,10492081,"Avetis Pisikyan","2023-06-01 18:35:31",1.49168,1,avetispisikyan
1266,10492187,RobGerman,"2023-06-09 11:32:55",1.49185,2,robgerman
1267,10532680,Christian,"2023-06-10 15:20:21",1.49185,1,cjboylston
1268,10494459,RitchieP,"2023-06-02 05:56:59",1.49203,1,ritchiep
1269,10533810,"balaji adithya","2023-06-12 11:02:00",1.49215,1,balajiadithya
1270,10504304,"Aarush Dixit","2023-06-05 16:03:03",1.49300,1,aarushdixit
1271,10499927,"sahil saini1234","2023-06-03 09:26:10",1.49337,1,sahilsaini1234
1272,10491642,"Data Dive","2023-06-09 06:06:59",1.49553,4,"godwinj877,malavikasanjeevan,valeriezie"
1273,10523733,"Bala Krishna Makineni","2023-06-09 09:07:12",1.49841,7,balakrishnamakineni
1274,10494878,Dada,"2023-06-03 03:03:44",1.50054,1,daaadaaa
1275,10484262,Shawn,"2023-06-08 06:31:47",1.50189,2,shawnie
1276,10488201,"David Nzau","2023-06-01 00:08:58",1.50214,1,dsadler
1277,10531411,"Ankit Makhijaa","2023-06-12 16:33:56",1.50289,5,ankitmakhijaa
1278,10517093,"Prasad Ayush Kumar ","2023-06-09 17:54:38",1.50568,11,prasadayushkumar
1279,10495623,"Srashti Gupta","2023-06-02 09:01:11",1.50619,1,srashtikaggle24
1280,10537856,"Harsha S","2023-06-11 12:01:04",1.50619,1,sharsha315
1281,10492453,"Om Aximani","2023-06-01 18:22:46",1.50620,1,omaximani
1282,10530390,Pranav_Puri003,"2023-06-12 09:27:41",1.50620,2,pranavpuri003
1283,10500139,"Sangini Sangle","2023-06-03 14:47:17",1.50621,1,sanginisangle
